tic_id,obs_id,ra,dec,file_type,calib_level,t_min,t_max,file_path,proposal_pi,obs_title
38846515,tess2019112060037-s0011-0000000038846515-0143-s,68.9597092399964,-64.0270368810381,LC,3,58596.275241331015,58623.39077039352,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2019112060037-s0011-0000000038846515-0143-s_lc.fits,"Ricker, George",
38846515,tess2018206190142-s0001-s0003-0000000038846515,68.9597092399964,-64.0270368810381,DVT,3,58324.79327628472,58405.71456417824,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0003-0000000038846515-00129_dvt.fits,"Ricker, George",
38846515,tess2018206190142-s0001-s0013-0000000038846515,68.9597092399964,-64.0270368810381,DVT,3,58324.79327628472,58681.85689902778,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0013-0000000038846515-00226_dvt.fits,"Ricker, George",
38846515,tess2018206190142-s0001-s0065-0000000038846515,68.9597092399964,-64.0270368810381,DVT,3,58324.79325361111,60096.12497387731,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0065-0000000038846515-00734_dvt.fits,"Ricker, George",
38846515,tess2018206190142-s0001-s0069-0000000038846515,68.9597092399964,-64.0270368810381,DVT,3,58324.79325361111,60207.63318355324,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000038846515-00810_dvt.fits,"Ricker, George",
92352620,tess2020186164531-s0027-0000000092352621-0189-s,313.783102119552,-34.1355576898925,LC,3,59035.78241133,59060.14671235,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020186164531-s0027-0000000092352621-0189-s_lc.fits,"Ricker, George",
92352620,tess2020186164531-s0027-0000000092352620-0189-s,313.783102119552,-34.1355576898925,LC,3,59035.78241152,59060.14671238,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020186164531-s0027-0000000092352620-0189-s_lc.fits,"Ricker, George",
92352620,tess2018206045859-s0001-0000000092352620-0120-s,313.783102119552,-34.1355576898925,LC,3,58324.79842791666,58352.6660284838,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000092352620-0120-s_lc.fits,"Ricker, George",
92352620,tess2018206045859-s0001-0000000092352621-0120-s,313.783102119552,-34.1355576898925,LC,3,58324.7984278588,58352.66602862268,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000092352621-0120-s_lc.fits,"Ricker, George",
92352620,tess2018206190142-s0001-s0036-0000000092352621,313.783102119552,-34.1355576898925,DVT,3,58324.7984278588,59060.14671234954,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000092352621-00471_dvt.fits,"Ricker, George",
92352620,tess2018206190142-s0001-s0036-0000000092352620,313.783102119552,-34.1355576898925,DVT,3,58324.79842791666,59060.14671238426,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000092352620-00471_dvt.fits,"Ricker, George",
92352620,tess2023209231226-s0068-0000000092352620-0262-s,313.783102119552,-34.1355576898925,LC,3,60154.12402704861,60181.631790300926,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000092352620-0262-s_lc.fits,"Ricker, George",
92352620,tess2018206190142-s0001-s0069-0000000092352620,313.783102119552,-34.1355576898925,DVT,3,58324.79842791666,60181.63734565972,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000092352620-00810_dvt.fits,"Ricker, George",
92352620,tess2018206190142-s0001-s0069-0000000092352621,313.783102119552,-34.1355576898925,DVT,3,58324.79842784722,60181.63734581019,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000092352621-00810_dvt.fits,"Ricker, George",
289793076,tess2020212050318-s0028-0000000289793076-0190-s,316.961463152312,-26.0966760700183,LC,3,59061.35519389,59086.60200598,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000289793076-0190-s_lc.fits,"Ricker, George",
289793076,tess2018206045859-s0001-0000000289793076-0120-s,316.961463152312,-26.0966760700183,LC,3,58324.798525115744,58352.66634780093,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000289793076-0120-s_lc.fits,"Ricker, George",
289793076,tess2018206190142-s0001-s0036-0000000289793076,316.961463152312,-26.0966760700183,DVT,3,58324.798525115744,59086.6020059838,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000289793076-00471_dvt.fits,"Ricker, George",
289793076,tess2023209231226-s0068-0000000289793076-0262-s,316.961463152312,-26.0966760700183,LC,3,60154.12414407407,60181.63212247685,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000289793076-0262-s_lc.fits,"Ricker, George",
289793076,tess2018206190142-s0001-s0069-0000000289793076,316.961463152312,-26.0966760700183,DVT,3,58324.798525115744,60181.63767788195,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000289793076-00810_dvt.fits,"Ricker, George",
29344935,tess2020212050318-s0028-0000000029344935-0190-s,313.215470373149,-25.6873330348218,LC,3,59061.35522392,59086.6019038,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000029344935-0190-s_lc.fits,"Ricker, George",
29344935,tess2018206045859-s0001-0000000029344935-0120-s,313.215470373149,-25.6873330348218,LC,3,58324.79858568287,58352.66626153935,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000029344935-0120-s_lc.fits,"Ricker, George",
29344935,tess2018206190142-s0001-s0036-0000000029344935,313.215470373149,-25.6873330348218,DVT,3,58324.79858568287,59086.6019037963,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000029344935-00471_dvt.fits,"Ricker, George",
